Year,Microorganism,Country,Continent,Beta.lactamase,Group,NG_MAST,log2_azm_mic,log2_cfx_mic,log2_cip_mic,log2_cro_mic,log2_pen_mic,log2_tet_mic,%ESBL,%R,Fully susceptible,N,Non-susceptible,Number of laboratories,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,AZM,CARBAPENEMS,CEFTAZIDIME,CFX,CIP,CRO,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PEN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,TET,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2010,KLEBSIELLA PNEUMONIAE,Croatia,Europe,,,,,,,,,,,35.3,,278.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Hungary,Europe,,,,,,,,,,,37.8,,502.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,Europe,,,,,,,,,,,32.5,,80.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,Europe,,,,,,,,,,,43.7,,126.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,Europe,,,,,,,,,,,35.9,,1244.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Latvia,Europe,,,,,,,,,,,49.2,,63.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Italy,Europe,,,,,,,,,,,26.3,,685.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Romania,Europe,,,,,,,,,,,23.5,,17.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Poland,Europe,,,,,,,,,,,23.0,,209.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Greece,Europe,,,,,,,,,,,57.4,,1668.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Iceland,Europe,,,,,,,,,,,3.7,,27.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Finland,Europe,,,,,,,,,,,4.0,,397.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Sweden,Europe,,,,,,,,,,,1.7,,700.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Norway,Europe,,,,,,,,,,,2.1,,479.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,Europe,,,,,,,,,,,7.2,,641.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Austria,Europe,,,,,,,,,,,12.6,,720.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Denmark,Europe,,,,,,,,,,,10.6,,559.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,Europe,,,,,,,,,,,9.7,,743.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Belgium,Europe,,,,,,,,,,,12.6,,143.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Germany,Europe,,,,,,,,,,,12.8,,478.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Ireland,Europe,,,,,,,,,,,8.5,,318.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Spain,Europe,,,,,,,,,,,10.2,,1161.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Estonia,Europe,,,,,,,,,,,17.3,,81.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Malta,Europe,,,,,,,,,,,12.3,,57.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,France,Europe,,,,,,,,,,,17.8,,1542.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,Europe,,,,,,,,,,,22.4,,196.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,Europe,,,,,,,,,,,34.3,,67.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,Europe,,,,,,,,,,,5.1,,59.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Portugal,Europe,,,,,,,,,,,28.3,,580.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Hungary,Europe,,,,,,,,,,,45.9,,512.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,Europe,,,,,,,,,,,50.6,,81.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Croatia,Europe,,,,,,,,,,,55.5,,281.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,Europe,,,,,,,,,,,48.2,,1263.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Italy,Europe,,,,,,,,,,,46.5,,701.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Poland,Europe,,,,,,,,,,,39.7,,232.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Latvia,Europe,,,,,,,,,,,54.7,,64.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Romania,Europe,,,,,,,,,,,70.6,,17.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,Europe,,,,,,,,,,,75.6,,127.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Greece,Europe,,,,,,,,,,,74.6,,1686.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Iceland,Europe,,,,,,,,,,,0.0,,27.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Finland,Europe,,,,,,,,,,,3.8,,372.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Norway,Europe,,,,,,,,,,,1.7,,471.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Sweden,Europe,,,,,,,,,,,1.2,,642.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Denmark,Europe,,,,,,,,,,,6.1,,799.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Austria,Europe,,,,,,,,,,,5.6,,720.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,Europe,,,,,,,,,,,6.5,,644.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,Europe,,,,,,,,,,,4.9,,797.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Germany,Europe,,,,,,,,,,,10.5,,478.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Belgium,Europe,,,,,,,,,,,2.3,,133.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Estonia,Europe,,,,,,,,,,,25.8,,66.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Spain,Europe,,,,,,,,,,,8.7,,1161.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Ireland,Europe,,,,,,,,,,,6.9,,318.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,Europe,,,,,,,,,,,23.0,,196.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,Europe,,,,,,,,,,,19.4,,67.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Malta,Europe,,,,,,,,,,,12.3,,57.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,France,Europe,,,,,,,,,,,17.7,,1542.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,Europe,,,,,,,,,,,5.1,,59.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Portugal,Europe,,,,,,,,,,,26.8,,596.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Hungary,Europe,,,,,,,,,,,47.9,,514.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Italy,Europe,,,,,,,,,,,29.1,,735.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,Europe,,,,,,,,,,,51.9,,81.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Latvia,Europe,,,,,,,,,,,54.7,,64.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Croatia,Europe,,,,,,,,,,,49.5,,281.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,Europe,,,,,,,,,,,46.7,,1245.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,Europe,,,,,,,,,,,68.5,,127.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Romania,Europe,,,,,,,,,,,70.6,,17.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Poland,Europe,,,,,,,,,,,31.2,,231.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Greece,Europe,,,,,,,,,,,61.7,,1687.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,Europe,,,,,,,,,,,0.0,,126.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Finland,Europe,,,,,,,,,,,0.0,,391.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Latvia,Europe,,,,,,,,,,,0.0,,63.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,Europe,,,,,,,,,,,0.0,,43.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Sweden,Europe,,,,,,,,,,,0.3,,655.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Iceland,Europe,,,,,,,,,,,0.0,,27.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Denmark,Europe,,,,,,,,,,,0.0,,491.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,Europe,,,,,,,,,,,0.3,,640.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Norway,Europe,,,,,,,,,,,0.0,,448.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Belgium,Europe,,,,,,,,,,,0.0,,116.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Ireland,Europe,,,,,,,,,,,0.0,,301.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,Europe,,,,,,,,,,,0.5,,195.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,Europe,,,,,,,,,,,0.1,,1103.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Croatia,Europe,,,,,,,,,,,2.2,,279.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,Europe,,,,,,,,,,,0.1,,677.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,France,Europe,,,,,,,,,,,0.1,,1432.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Germany,Europe,,,,,,,,,,,0.0,,464.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Poland,Europe,,,,,,,,,,,0.0,,238.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Austria,Europe,,,,,,,,,,,0.6,,509.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Spain,Europe,,,,,,,,,,,0.0,,1161.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Hungary,Europe,,,,,,,,,,,5.5,,491.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Portugal,Europe,,,,,,,,,,,1.4,,443.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,Europe,,,,,,,,,,,0.0,,57.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Estonia,Europe,,,,,,,,,,,0.0,,66.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Malta,Europe,,,,,,,,,,,0.0,,57.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,Europe,,,,,,,,,,,16.4,,67.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Romania,Europe,,,,,,,,,,,0.0,,14.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Italy,Europe,,,,,,,,,,,15.2,,731.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Greece,Europe,,,,,,,,,,,49.1,,1687.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Iceland,Europe,,,,,,,,,,,0.0,,24.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Finland,Europe,,,,,,,,,,,2.5,,401.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Sweden,Europe,,,,,,,,,,,4.7,,405.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Norway,Europe,,,,,,,,,,,7.4,,476.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,Europe,,,,,,,,,,,7.0,,644.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,Europe,,,,,,,,,,,7.4,,768.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Denmark,Europe,,,,,,,,,,,11.3,,673.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Ireland,Europe,,,,,,,,,,,8.2,,318.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Germany,Europe,,,,,,,,,,,14.9,,478.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Austria,Europe,,,,,,,,,,,18.2,,720.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Spain,Europe,,,,,,,,,,,13.6,,1161.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Belgium,Europe,,,,,,,,,,,12.5,,144.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,Europe,,,,,,,,,,,6.8,,59.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,Europe,,,,,,,,,,,38.8,,67.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Estonia,Europe,,,,,,,,,,,25.0,,64.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Malta,Europe,,,,,,,,,,,15.8,,57.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,France,Europe,,,,,,,,,,,21.8,,1527.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,Europe,,,,,,,,,,,25.0,,196.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Portugal,Europe,,,,,,,,,,,31.4,,574.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Hungary,Europe,,,,,,,,,,,42.9,,504.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Croatia,Europe,,,,,,,,,,,47.5,,278.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Latvia,Europe,,,,,,,,,,,52.4,,63.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,Europe,,,,,,,,,,,36.3,,80.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
