Year,Microorganism,Continent,Country,%ESBL,%R,Azithromycin,Beta.lactamase,Cefixime,Ceftriaxone,Ciprofloxacin,Fully susceptible,Group,N,NG_MAST,Non-susceptible,Number of laboratories,Penicillin,Tetracycline,azm_mic,cfx_mic,cip_mic,cro_mic,log2_azm_mic,log2_cfx_mic,log2_cip_mic,log2_cro_mic,log2_pen_mic,log2_tet_mic,pen_mic,tet_mic,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,AZM,CARBAPENEMS,CEFTAZIDIME,CFX,CIP,CRO,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PEN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,TET,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2011,ESCHERICHIA COLI,Europe,Denmark,,3.0,,,,,,,,2529.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Belgium,,1.4,,,,,,,,3331.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Norway,,1.2,,,,,,,,2259.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Germany,,3.6,,,,,,,,3631.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Austria,,2.6,,,,,,,,3121.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Finland,,2.5,,,,,,,,3020.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,France,,2.6,,,,,,,,8428.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Estonia,,1.1,,,,,,,,89.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Croatia,,2.6,,,,,,,,947.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,United Kingdom,,3.6,,,,,,,,5005.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Latvia,,9.2,,,,,,,,131.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovenia,,4.1,,,,,,,,1002.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Czech Republic,,3.7,,,,,,,,2667.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Ireland,,3.6,,,,,,,,2148.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Malta,,9.6,,,,,,,,219.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Poland,,4.0,,,,,,,,902.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Spain,,4.9,,,,,,,,5594.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Portugal,,7.5,,,,,,,,1891.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Romania,,10.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Greece,,10.8,,,,,,,,1431.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Hungary,,8.3,,,,,,,,1209.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Italy,,10.3,,,,,,,,1745.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovakia,,12.9,,,,,,,,739.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Bulgaria,,10.1,,,,,,,,179.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Cyprus,,18.2,,,,,,,,137.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Iceland,,6.2,,,,,,,,130.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Sweden,,3.6,,,,,,,,5011.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Norway,,3.6,,,,,,,,2523.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Netherlands,,5.7,,,,,,,,4408.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Finland,,5.0,,,,,,,,3020.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Estonia,,12.2,,,,,,,,90.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Lithuania,,7.0,,,,,,,,385.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Belgium,,6.0,,,,,,,,3985.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Denmark,,8.5,,,,,,,,2532.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovenia,,8.8,,,,,,,,1002.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Croatia,,9.6,,,,,,,,983.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Malta,,12.8,,,,,,,,219.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,France,,8.2,,,,,,,,8479.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Austria,,9.1,,,,,,,,3160.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Ireland,,9.0,,,,,,,,2166.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Luxembourg,,8.2,,,,,,,,353.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Germany,,8.0,,,,,,,,3642.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Poland,,11.7,,,,,,,,938.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Czech Republic,,11.4,,,,,,,,2684.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Spain,,12.0,,,,,,,,5600.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Latvia,,15.9,,,,,,,,132.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,United Kingdom,,9.6,,,,,,,,5182.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Portugal,,11.3,,,,,,,,1901.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Greece,,14.9,,,,,,,,1435.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Hungary,,15.1,,,,,,,,1224.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Romania,,21.1,,,,,,,,95.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Italy,,19.8,,,,,,,,1870.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovakia,,30.9,,,,,,,,740.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Cyprus,,36.2,,,,,,,,138.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Bulgaria,,22.9,,,,,,,,179.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
2011,ESCHERICHIA COLI,Europe,Iceland,,6.2,,,,,,,,129.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Sweden,,4.5,,,,,,,,4274.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Belgium,,9.3,,,,,,,,3831.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Netherlands,,7.8,,,,,,,,4431.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Norway,,4.1,,,,,,,,2470.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Denmark,,6.4,,,,,,,,3638.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Finland,,5.2,,,,,,,,3020.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Latvia,,11.4,,,,,,,,132.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Luxembourg,,8.2,,,,,,,,354.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Germany,,7.6,,,,,,,,3645.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Austria,,7.4,,,,,,,,3144.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Estonia,,4.8,,,,,,,,314.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,France,,7.9,,,,,,,,8742.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Croatia,,7.6,,,,,,,,979.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Czech Republic,,8.8,,,,,,,,2674.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,United Kingdom,,8.2,,,,,,,,5661.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Malta,,15.5,,,,,,,,219.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovenia,,9.8,,,,,,,,1002.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Poland,,8.4,,,,,,,,1171.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Lithuania,,9.7,,,,,,,,382.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Ireland,,10.2,,,,,,,,2158.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Romania,,18.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Spain,,14.8,,,,,,,,5603.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Portugal,,16.1,,,,,,,,1962.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Greece,,16.8,,,,,,,,1434.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Hungary,,14.8,,,,,,,,1226.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Italy,,18.3,,,,,,,,1985.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovakia,,17.8,,,,,,,,740.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Cyprus,,23.9,,,,,,,,138.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Bulgaria,,17.3,,,,,,,,179.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Sweden,,34.8,,,,,,,,1023.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Finland,,37.3,,,,,,,,2264.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Norway,,39.1,,,,,,,,2617.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Denmark,,47.9,,,,,,,,3638.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Iceland,,48.1,,,,,,,,129.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Netherlands,,48.5,,,,,,,,4425.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Austria,,50.3,,,,,,,,3148.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovenia,,53.9,,,,,,,,1002.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Latvia,,54.6,,,,,,,,130.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Germany,,52.3,,,,,,,,3638.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Croatia,,55.3,,,,,,,,975.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Lithuania,,47.8,,,,,,,,383.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Luxembourg,,52.1,,,,,,,,353.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Malta,,53.0,,,,,,,,219.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Czech Republic,,60.7,,,,,,,,2683.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,France,,55.1,,,,,,,,8784.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Greece,,54.5,,,,,,,,1297.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Belgium,,58.7,,,,,,,,3507.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Portugal,,56.5,,,,,,,,1963.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Hungary,,64.7,,,,,,,,991.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Slovakia,,68.4,,,,,,,,610.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,United Kingdom,,62.8,,,,,,,,5074.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Spain,,65.6,,,,,,,,5592.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Poland,,62.0,,,,,,,,934.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Italy,,67.1,,,,,,,,1530.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Romania,,70.8,,,,,,,,24.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2011,ESCHERICHIA COLI,Europe,Ireland,,69.5,,,,,,,,2118.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
