Year,Microorganism,Continent,Country,%ESBL,%R,Azithromycin,Beta.lactamase,Cefixime,Ceftriaxone,Ciprofloxacin,Fully susceptible,Group,N,NG_MAST,Non-susceptible,Number of laboratories,Penicillin,Tetracycline,azm_mic,cfx_mic,cip_mic,cro_mic,log2_azm_mic,log2_cfx_mic,log2_cip_mic,log2_cro_mic,log2_pen_mic,log2_tet_mic,pen_mic,tet_mic,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,AZM,CARBAPENEMS,CEFTAZIDIME,CFX,CIP,CRO,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PEN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,TET,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.25,,0.016,0.003,0.003,,206.0,,2992,,,,,0.25,0.016,0.003,0.003,-2.0,-5.965784285,-8.380821784,-8.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.016,,0.016,0.002,0.002,,206.0,,2992,,,,,0.016,0.016,0.002,0.002,-5.965784285,-5.965784285,-8.965784285,-8.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.125,,0.023,0.032,32,,186.0,,2400,,,,,0.125,0.023,32.0,0.032,-3.0,-5.442222329,5.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.38,,0.016,0.016,0.012,,171.0,,21,,,,,0.38,0.016,0.012,0.016,-1.395928676,-5.965784285,-6.380821784,-5.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Slovenia,,,,,0.016,0.023,,,473.0,,10799,,,,,,0.016,,0.023,,-5.965784285,,-5.442222329,,,,,,,,,0.0,,,1.0,0.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.023,,0.016,0.006,0.003,,563.0,,51,,,,,0.023,0.016,0.003,0.006,-5.442222329,-5.965784285,-8.380821784,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.064,,0.023,0.032,4,,186.0,,2400,,,,,0.064,0.023,4.0,0.032,-3.965784285,-5.442222329,2.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.19,,0.016,0.006,3,,559.0,,4995,,,,,0.19,0.016,3.0,0.006,-2.395928676,-5.965784285,1.584962501,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,The Netherlands,,,0.125,,0.016,0.006,1.5,,339.0,,5624,,,,,0.125,0.016,1.5,0.006,-3.0,-5.965784285,0.584962501,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.015,0.008,1,,638.0,,9276,,,,,0.125,0.015,1.0,0.008,-3.0,-6.058893689,0.0,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.25,0.125,16,,127.0,,1407,,,,,0.5,0.25,16.0,0.125,-1.0,-2.0,4.0,-3.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.03,0.008,0.004,,206.0,,2992,,,,,0.5,0.03,0.004,0.008,-1.0,-5.058893689,-7.965784285,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.008,0.004,0.004,,535.0,,1995,,,,,0.125,0.008,0.004,0.004,-3.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.008,0.004,0.004,,539.0,,226,,,,,0.125,0.008,0.004,0.004,-3.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,8,,339.0,,5624,,,,,0.5,0.008,8.0,0.004,-1.0,-6.965784285,3.0,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.008,0.004,2,,339.0,,5624,,,,,0.25,0.008,2.0,0.004,-2.0,-6.965784285,1.0,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.06,,0.004,0.001,0.004,,271.0,,387,,,,,0.06,0.004,0.004,0.001,-4.058893689,-7.965784285,-7.965784285,-9.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.06,,0.002,0.001,0.004,,271.0,,387,,,,,0.06,0.002,0.004,0.001,-4.058893689,-8.965784285,-7.965784285,-9.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.008,0.004,0.004,,550.0,,4248,,,,,0.125,0.008,0.004,0.004,-3.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.06,,0.015,0.008,4,,485.0,,11010,,,,,0.06,0.015,4.0,0.008,-4.058893689,-6.058893689,2.0,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.06,,0.008,0.004,1,,484.0,,11009,,,,,0.06,0.008,1.0,0.004,-4.058893689,-6.965784285,0.0,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.125,0.06,8,,127.0,,1407,,,,,0.25,0.125,8.0,0.06,-2.0,-3.0,3.0,-4.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.015,0.004,0.004,,206.0,,2992,,,,,0.5,0.015,0.004,0.004,-1.0,-6.058893689,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,0.004,,551.0,,4397,,,,,0.5,0.008,0.004,0.004,-1.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.125,0.03,8,,127.0,,1407,,,,,0.25,0.125,8.0,0.03,-2.0,-3.0,3.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.002,0.001,0.004,,271.0,,387,,,,,0.125,0.002,0.004,0.001,-3.0,-8.965784285,-7.965784285,-9.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.002,0.001,0.004,,271.0,,387,,,,,0.125,0.002,0.004,0.001,-3.0,-8.965784285,-7.965784285,-9.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.03,0.03,8,,186.0,,2400,,,,,0.25,0.03,8.0,0.03,-2.0,-5.058893689,3.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.03,0.03,16,,186.0,,2400,,,,,0.25,0.03,16.0,0.03,-2.0,-5.058893689,4.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.008,0.004,2,,339.0,,5624,,,,,0.25,0.008,2.0,0.004,-2.0,-6.965784285,1.0,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.004,0.001,0.004,,486.0,,11011,,,,,0.25,0.004,0.004,0.001,-2.0,-7.965784285,-7.965784285,-9.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.25,0.03,16,,640.0,,9409,,,,,0.25,0.25,16.0,0.03,-2.0,-2.0,4.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.015,0.015,8,,487.0,,11012,,,,,0.125,0.015,8.0,0.015,-3.0,-6.058893689,3.0,-6.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.125,0.03,16,,127.0,,1407,,,,,0.25,0.125,16.0,0.03,-2.0,-3.0,4.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.06,0.03,16,,127.0,,1407,,,,,0.25,0.06,16.0,0.03,-2.0,-4.058893689,4.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,0.004,,488.0,,11013,,,,,0.5,0.008,0.004,0.004,-1.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.03,0.015,0.004,,206.0,,2992,,,,,0.5,0.03,0.004,0.015,-1.0,-5.058893689,-7.965784285,-6.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.03,0.03,8,,186.0,,2400,,,,,0.25,0.03,8.0,0.03,-2.0,-5.058893689,3.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.008,0.004,0.004,,535.0,,1995,,,,,0.125,0.008,0.004,0.004,-3.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.015,0.008,0.004,,206.0,,2992,,,,,0.5,0.015,0.004,0.008,-1.0,-6.058893689,-7.965784285,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.125,,0.06,0.015,0.002,,271.0,,387,,,,,0.125,0.06,0.002,0.015,-3.0,-4.058893689,-8.965784285,-6.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,0.004,,206.0,,2992,,,,,0.5,0.008,0.004,0.004,-1.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.03,0.008,0.004,,206.0,,2992,,,,,0.5,0.03,0.004,0.008,-1.0,-5.058893689,-7.965784285,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,0.004,,193.0,,26,,,,,0.5,0.008,0.004,0.004,-1.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.015,0.008,2,,521.0,,1285,,,,,0.25,0.015,2.0,0.008,-2.0,-6.058893689,1.0,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.125,0.03,16,,127.0,,1407,,,,,0.5,0.125,16.0,0.03,-1.0,-3.0,4.0,-5.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.008,4,,559.0,,4995,,,,,0.5,0.008,4.0,0.008,-1.0,-6.965784285,2.0,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.047,0.064,32,,556.0,,4730,,,,,0.38,0.047,32.0,0.064,-1.395928676,-4.411195433,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.25,,0.19,0.032,32,,504.0,,11054,,,,,0.25,0.19,32.0,0.032,-2.0,-2.395928676,5.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.25,0.125,32,,210.0,,3128,,,,,0.75,0.25,32.0,0.125,-0.415037499,-2.0,5.0,-3.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.016,0.032,32,,505.0,,11055,,,,,0.38,0.016,32.0,0.032,-1.395928676,-5.965784285,5.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.032,0.047,32,,505.0,,11055,,,,,0.75,0.032,32.0,0.047,-0.415037499,-4.965784285,5.0,-4.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.25,,0.023,0.023,32,,179.0,,225,,,,,0.25,0.023,32.0,0.023,-2.0,-5.442222329,5.0,-5.442222329,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.25,,0.008,0.002,0.004,,206.0,,2992,,,,,0.25,0.008,0.004,0.002,-2.0,-6.965784285,-7.965784285,-8.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.047,0.047,32,,294.0,,4269,,,,,0.5,0.047,32.0,0.047,-1.0,-4.411195433,5.0,-4.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.25,0.094,32,,506.0,,11056,,,,,0.5,0.25,32.0,0.094,-1.0,-2.0,5.0,-3.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.094,0.125,32,,556.0,,4730,,,,,0.38,0.094,32.0,0.125,-1.395928676,-3.411195433,5.0,-3.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.125,0.064,32,,210.0,,3128,,,,,0.5,0.125,32.0,0.064,-1.0,-3.0,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.064,,0.023,0.016,32,,644.0,,972,,,,,0.064,0.023,32.0,0.016,-3.965784285,-5.442222329,5.0,-5.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.25,,0.064,0.032,32,,186.0,,2400,,,,,0.25,0.064,32.0,0.032,-2.0,-3.965784285,5.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.016,0.004,0.006,,618.0,,8465,,,,,0.38,0.016,0.006,0.004,-1.395928676,-5.965784285,-7.380821784,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.064,0.064,32,,556.0,,4730,,,,,0.5,0.064,32.0,0.064,-1.0,-3.965784285,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.064,0.032,32,,505.0,,11055,,,,,0.38,0.064,32.0,0.032,-1.395928676,-3.965784285,5.0,-4.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,1,,0.19,0.064,32,,210.0,,3128,,,,,1.0,0.19,32.0,0.064,0.0,-2.395928676,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.125,0.06,16,,127.0,,1407,,,,,0.5,0.125,16.0,0.06,-1.0,-3.0,4.0,-4.058893689,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.38,0.094,32,,210.0,,3128,,,,,0.75,0.38,32.0,0.094,-0.415037499,-1.395928676,5.0,-3.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.19,0.064,32,,210.0,,3128,,,,,0.5,0.19,32.0,0.064,-1.0,-2.395928676,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.032,,0.064,0.012,4,,210.0,,3128,,,,,0.032,0.064,4.0,0.012,-4.965784285,-3.965784285,2.0,-6.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.25,0.064,32,,210.0,,3128,,,,,0.5,0.25,32.0,0.064,-1.0,-2.0,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.19,,0.016,0.003,0.006,,618.0,,8465,,,,,0.19,0.016,0.006,0.003,-2.395928676,-5.965784285,-7.380821784,-8.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.19,0.064,32,,210.0,,3128,,,,,0.75,0.19,32.0,0.064,-0.415037499,-2.395928676,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.047,0.047,32,,179.0,,225,,,,,0.5,0.047,32.0,0.047,-1.0,-4.411195433,5.0,-4.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.047,0.023,32,,505.0,,11055,,,,,0.75,0.047,32.0,0.023,-0.415037499,-4.411195433,5.0,-5.442222329,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.125,0.047,32,,506.0,,11056,,,,,0.5,0.125,32.0,0.047,-1.0,-3.0,5.0,-4.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.094,0.094,32,,556.0,,4730,,,,,0.38,0.094,32.0,0.094,-1.395928676,-3.411195433,5.0,-3.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,0.004,,206.0,,2992,,,,,0.5,0.008,0.004,0.004,-1.0,-6.965784285,-7.965784285,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.25,0.094,32,,210.0,,3128,,,,,0.75,0.25,32.0,0.094,-0.415037499,-2.0,5.0,-3.411195433,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.125,,0.023,0.016,12,,507.0,,11057,,,,,0.125,0.023,12.0,0.016,-3.0,-5.442222329,3.584962501,-5.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.38,,0.032,0.023,32,,179.0,,225,,,,,0.38,0.032,32.0,0.023,-1.395928676,-4.965784285,5.0,-5.442222329,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.064,,0.016,0.006,0.006,,722.0,,11058,,,,,0.064,0.016,0.006,0.006,-3.965784285,-5.965784285,-7.380821784,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.75,,0.032,0.023,0.006,,614.0,,8329,,,,,0.75,0.032,0.006,0.023,-0.415037499,-4.965784285,-7.380821784,-5.442222329,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.5,,0.016,0.008,0.006,,206.0,,2992,,,,,0.5,0.016,0.006,0.008,-1.0,-5.965784285,-7.380821784,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Greece,,,0.25,,0.016,0.006,0.006,,618.0,,8465,,,,,0.25,0.016,0.006,0.006,-2.0,-5.965784285,-7.380821784,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Sweden,,,0.125,,0.016,0.008,6,,309.0,,4644,,,,,0.125,0.016,6.0,0.008,-3.0,-5.965784285,2.584962501,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Sweden,,,0.125,,0.016,0.008,6,,309.0,,4644,,,,,0.125,0.016,6.0,0.008,-3.0,-5.965784285,2.584962501,-6.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,0.25,,0.016,0.002,0.003,,168.0,,1993,,,,,0.25,0.016,0.003,0.002,-2.0,-5.965784285,-8.380821784,-8.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Belgium,,,0.5,,0.008,0.004,8,,559.0,,4995,,,,,0.5,0.008,8.0,0.004,-1.0,-6.965784285,3.0,-7.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,0.032,,0.016,0.002,3,,545.0,,346,,,,,0.032,0.016,3.0,0.002,-4.965784285,-5.965784285,1.584962501,-8.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,0.25,,0.016,0.003,0.003,,589.0,,7164,,,,,0.25,0.016,0.003,0.003,-2.0,-5.965784285,-8.380821784,-8.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,12,,0.19,0.023,32,,490.0,,11030,,,,,12.0,0.19,32.0,0.023,3.584962501,-2.395928676,5.0,-5.442222329,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,0.38,,0.38,0.064,32,,127.0,,1407,,,,,0.38,0.38,32.0,0.064,-1.395928676,-1.395928676,5.0,-3.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,8,,0.25,0.016,32,,489.0,,11027,,,,,8.0,0.25,32.0,0.016,3.0,-2.0,5.0,-5.965784285,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Denmark,,,0.125,,0.047,0.006,0.004,,536.0,,2,,,,,0.125,0.047,0.004,0.006,-3.0,-4.411195433,-7.965784285,-7.380821784,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Slovakia,,,,,0.016,0.002,,,921.0,,6982,,,,,,0.016,,0.002,,-5.965784285,,-8.965784285,,,,,,,,,0.0,,,1.0,0.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Slovenia,,,,,0.016,0.016,,,171.0,,21,,,,,,0.016,,0.016,,-5.965784285,,-5.965784285,,,,,,,,,0.0,,,1.0,0.0,1.0,,,,,0.0,,,0.0,,
2013,NEISSERIA GONORRHOEAE,Europe,Austria,,,,,0.016,0.002,,,271.0,,387,,,,,,0.016,,0.002,,-5.965784285,,-8.965784285,,,,,,,,,0.0,,,1.0,0.0,1.0,,,,,0.0,,,0.0,,
