Year,Microorganism,Country,%R,N,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,CARBAPENEMS,CEFTAZIDIME,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2011,PSEUDOMONAS AERUGINOSA,Ireland,2.9,172,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Luxembourg,15.6,32,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Belgium,15.4,376,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Austria,13.6,528,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Slovenia,12.7,118,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Bulgaria,23.3,43,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,France,22.5,1572,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Germany,14.8,386,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Hungary,10.7,599,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Latvia,9.1,11,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Malta,23.8,42,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Croatia,23.2,224,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Portugal,19.0,522,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Czech Republic,22.1,448,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Greece,31.1,923,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Italy,21.9,233,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Poland,31.4,191,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,PSEUDOMONAS AERUGINOSA,Slovakia,41.4,266,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Iceland,10.0,10,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Denmark,4.6,389,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,United Kingdom,3.1,636,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Netherlands,5.2,386,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Sweden,5.9,271,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Cyprus,10.0,50,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Finland,7.6,314,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Lithuania,10.7,28,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Spain,6.7,835,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Norway,7.1,198,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Ireland,16.2,216,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Estonia,16.1,31,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Luxembourg,16.1,31,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Belgium,9.6,342,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Austria,18.2,588,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Slovenia,7.5,134,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Bulgaria,26.0,50,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,France,19.9,1627,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Germany,15.5,432,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Hungary,19.2,610,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Latvia,17.6,17,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Malta,9.7,31,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Croatia,21.6,194,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Portugal,19.8,586,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Czech Republic,26.4,489,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Greece,34.3,849,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Italy,30.1,541,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Poland,29.9,157,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Slovakia,38.5,195,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,PSEUDOMONAS AERUGINOSA,Romania,50.0,44,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Iceland,0.0,11,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Denmark,2.4,414,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,United Kingdom,4.8,671,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Netherlands,6.6,381,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Sweden,7.3,531,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Cyprus,8.5,47,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Finland,8.6,326,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Lithuania,8.6,35,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Spain,8.6,818,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Norway,9.1,198,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Ireland,11.4,202,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Estonia,11.8,17,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Luxembourg,11.8,34,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Belgium,13.2,431,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Austria,13.3,616,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Slovenia,13.5,133,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Bulgaria,13.6,59,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,France,15.4,1815,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Germany,18.4,608,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Hungary,19.8,657,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Latvia,20.8,24,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Malta,20.8,24,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Croatia,23.6,233,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Portugal,24.1,87,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Czech Republic,27.5,516,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Greece,29.9,863,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Italy,30.9,754,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Poland,31.6,171,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Slovakia,41.5,265,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,PSEUDOMONAS AERUGINOSA,Romania,55.0,80,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,STAPHYLOCOCCUS AUREUS,Iceland,1.5,65,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Norway,0.6,1047,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Sweden,0.5,2858,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Netherlands,1.2,1564,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Denmark,1.3,1362,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Finland,2.3,1094,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Estonia,0.7,145,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Latvia,13.7,153,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Luxembourg,16.5,133,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Slovenia,12.0,476,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Austria,7.4,1813,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Lithuania,14.1,255,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Germany,20.9,1980,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Czech Republic,13.5,1593,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,United Kingdom,21.6,2684,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Poland,13.1,526,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Belgium,20.5,1057,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,France,21.6,4859,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Bulgaria,19.0,200,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Ireland,23.9,1207,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Spain,25.3,1986,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Hungary,30.2,1224,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Croatia,26.1,357,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Cyprus,32.3,99,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Italy,36.5,1766,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Greece,39.2,867,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Portugal,53.4,1633,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Malta,48.1,108,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STAPHYLOCOCCUS AUREUS,Romania,39.1,46,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Iceland,2.8,71,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Norway,0.3,1223,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Sweden,1.0,3751,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Netherlands,1.4,1801,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Denmark,1.2,1452,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Finland,3.2,1319,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Estonia,1.7,116,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Latvia,9.9,192,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Luxembourg,20.5,127,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Slovenia,7.1,464,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Austria,7.4,1966,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Lithuania,5.4,278,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Germany,16.1,2388,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Czech Republic,14.5,1555,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,United Kingdom,13.6,3408,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Poland,24.3,860,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Belgium,17.4,1744,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,France,20.1,4716,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Bulgaria,22.4,214,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Ireland,23.7,1057,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Spain,22.5,1950,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Hungary,26.2,1156,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Croatia,27.7,415,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Slovakia,26.1,566,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Cyprus,41.6,113,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Italy,38.2,1261,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Greece,39.2,784,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Portugal,54.6,1307,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Malta,49.2,130,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,STAPHYLOCOCCUS AUREUS,Romania,49.5,109,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Iceland,1.7,58,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Norway,1.3,1430,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Sweden,0.7,3262,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Netherlands,1.3,1944,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Denmark,1.3,1431,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Finland,2.1,1409,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Estonia,7.7,104,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Latvia,9.0,211,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Luxembourg,15.3,131,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Slovenia,10.3,445,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Austria,7.7,2164,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Lithuania,10.2,323,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Germany,15.4,2563,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Czech Republic,13.0,1611,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,United Kingdom,14.0,2679,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Poland,25.5,781,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Belgium,16.6,1568,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,France,19.2,5228,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Bulgaria,19.8,227,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Ireland,22.6,1038,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Spain,24.2,1899,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Hungary,24.8,1143,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Croatia,21.3,403,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Slovakia,21.7,474,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Cyprus,35.2,165,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Italy,35.2,1636,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Greece,41.0,876,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Portugal,53.8,1455,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Malta,47.1,102,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,STAPHYLOCOCCUS AUREUS,Romania,53.3,229,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Iceland,0.0,69,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Norway,0.7,1473,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Sweden,1.0,4099,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Netherlands,1.2,2062,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Denmark,1.7,1685,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Finland,1.7,1555,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Estonia,3.5,170,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Latvia,7.0,172,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Luxembourg,8.9,135,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Slovenia,9.0,465,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Austria,9.2,2534,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Lithuania,9.7,267,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Germany,12.8,3070,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Czech Republic,13.2,1707,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,United Kingdom,13.7,2117,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Poland,16.0,743,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Belgium,16.9,1612,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,France,17.0,5431,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Bulgaria,19.2,214,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Ireland,19.9,1069,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Spain,22.6,1777,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Hungary,24.0,1200,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Croatia,24.0,520,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Slovakia,27.0,552,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Cyprus,32.5,157,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Italy,35.8,2394,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Greece,40.3,757,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Portugal,46.8,2390,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Malta,51.8,114,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,STAPHYLOCOCCUS AUREUS,Romania,64.5,383,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Latvia,,38,,,5.3,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Estonia,,45,,,4.4,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Norway,,547,,,3.8,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Denmark,,954,,,4.2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Netherlands,,898,,,6.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Sweden,,955,,,4.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,United Kingdom,,1289,,,4.7,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Czech Republic,,288,,,6.3,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Austria,,323,,,10.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Slovenia,,232,,,17.2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Germany,,358,,,9.2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Hungary,,133,,,24.1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,STREPTOCOCCUS PNEUMONIAE,Iceland,,37,,,10.8,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
